,Samples,LOI (%),TTI (s),PHRR (kW/m²),THR (MJ/m²),TSR (m²/m²),Mechanism,Vectors,LOI (%)_err,TTI (s)_err,Ref
0,APP-MMT OPS/DOPO,,,38.1,6.78,224.2,Intumescence Blowing-out,"['APP-MMTOPS', 'DOPO']",0.7,1.0,j.polymdegradstab.2014.11.017_4_1
